"GEO_ID","NAME","S1903_C01_001E","S1903_C01_001M","S1903_C02_001E","S1903_C02_001M","S1903_C01_002E","S1903_C01_002M","S1903_C02_002E","S1903_C02_002M","S1903_C01_003E","S1903_C01_003M","S1903_C02_003E","S1903_C02_003M","S1903_C01_004E","S1903_C01_004M","S1903_C02_004E","S1903_C02_004M","S1903_C01_005E","S1903_C01_005M","S1903_C02_005E","S1903_C02_005M","S1903_C01_006E","S1903_C01_006M","S1903_C02_006E","S1903_C02_006M","S1903_C01_007E","S1903_C01_007M","S1903_C02_007E","S1903_C02_007M","S1903_C01_008E","S1903_C01_008M","S1903_C02_008E","S1903_C02_008M","S1903_C01_009E","S1903_C01_009M","S1903_C02_009E","S1903_C02_009M","S1903_C01_010E","S1903_C01_010M","S1903_C02_010E","S1903_C02_010M","S1903_C01_011E","S1903_C01_011M","S1903_C02_011E","S1903_C02_011M","S1903_C01_012E","S1903_C01_012M","S1903_C02_012E","S1903_C02_012M","S1903_C01_013E","S1903_C01_013M","S1903_C02_013E","S1903_C02_013M","S1903_C01_014E","S1903_C01_014M","S1903_C02_014E","S1903_C02_014M","S1903_C01_015E","S1903_C01_015M","S1903_C02_015E","S1903_C02_015M","S1903_C01_016E","S1903_C01_016M","S1903_C02_016E","S1903_C02_016M","S1903_C01_017E","S1903_C01_017M","S1903_C02_017E","S1903_C02_017M","S1903_C01_018E","S1903_C01_018M","S1903_C02_018E","S1903_C02_018M","S1903_C01_019E","S1903_C01_019M","S1903_C02_019E","S1903_C02_019M","S1903_C01_020E","S1903_C01_020M","S1903_C02_020E","S1903_C02_020M","S1903_C01_021E","S1903_C01_021M","S1903_C02_021E","S1903_C02_021M","S1903_C01_022E","S1903_C01_022M","S1903_C02_022E","S1903_C02_022M","S1903_C01_023E","S1903_C01_023M","S1903_C02_023E","S1903_C02_023M","S1903_C01_024E","S1903_C01_024M","S1903_C02_024E","S1903_C02_024M","S1903_C01_025E","S1903_C01_025M","S1903_C02_025E","S1903_C02_025M","S1903_C01_026E","S1903_C01_026M","S1903_C02_026E","S1903_C02_026M","S1903_C01_027E","S1903_C01_027M","S1903_C02_027E","S1903_C02_027M","S1903_C01_028E","S1903_C01_028M","S1903_C02_028E","S1903_C02_028M","S1903_C01_029E","S1903_C01_029M","S1903_C02_029E","S1903_C02_029M","S1903_C01_030E","S1903_C01_030M","S1903_C02_030E","S1903_C02_030M",
"0500000US01081","Lee County, Alabama","59354","1783","48056","3169","70.9","1.9","50037","3577","24.7","1.9","43455","9488","N","N","-","**","N","N","51936","14570","N","N","-","**","N","N","-","**","N","N","53832","35314","N","N","43881","22112","68.5","1.9","49916","3429","12.1","2.0","12114","3375","33.3","2.9","55145","7820","34.9","2.6","60386","7285","19.6","1.7","44409","4823","35925","2319","66857","7211","N","N","73716","8012","N","N","57285","8609","N","N","84390","8339","N","N","35641","9765","N","N","40035","12196","23429","2478","26351","7069","48.7","4.8","22063","6621","39.0","5.3","22253","8581","9.7","2.6","19313","14160","51.3","4.8","31537","10148","39.9","5.0","27448","11422","11.4","4.2","56270","37584","37.7","(X)","(X)","(X)","38.3","(X)","(X)","(X)","34.0","(X)","(X)","(X)",
"0500000US01083","Limestone County, Alabama","31880","1214","50872","3338","85.4","2.8","52139","5719","N","N","N","N","N","N","86281","790","N","N","-","**","N","N","-","**","N","N","14412","5434","N","N","56346","53645","N","N","46429","19351","82.9","3.1","52157","5672","1.2","0.8","16375","15901","31.2","3.2","58706","13305","42.6","3.4","61090","12536","25.1","2.7","39480","6899","21941","1629","66883","6381","N","N","64558","16363","N","N","67982","7230","N","N","79864","7000","N","N","22035","10568","N","N","32822","24061","9939","1325","27197","6040","48.1","7.6","25138","8112","46.1","7.5","23786","7403","2.0","2.1","117737","126216","51.9","7.6","30319","8230","46.6","7.3","26299","8478","5.3","3.9","70795","22922","30.6","(X)","(X)","(X)","30.1","(X)","(X)","(X)","31.1","(X)","(X)","(X)",
"0500000US01089","Madison County, Alabama","143669","2833","60503","4000","68.2","1.2","71503","4414","25.6","1.2","38710","4116","N","N","52823","24918","N","N","106250","17515","N","N","-","**","N","N","17184","6940","N","N","79811","16922","3.6","0.4","36975","17579","65.8","1.2","72467","4729","3.5","0.7","26608","5874","33.5","1.2","65686","7414","39.4","1.4","75411","7234","23.6","0.9","48157","3553","89167","3187","83226","3543","42.3","2.0","83870","7848","57.7","2.0","82778","4922","72.7","2.8","102398","4949","20.4","2.3","30532","7309","6.9","1.7","46292","18949","54502","3442","37522","3476","50.4","3.2","31421","3623","45.4","3.2","29469","4237","5.0","1.6","67721","35309","49.6","3.2","42098","4113","41.8","3.2","41386","2702","7.7","2.0","51407","10993","29.1","(X)","(X)","(X)","29.5","(X)","(X)","(X)","27.6","(X)","(X)","(X)",
"0500000US01095","Marshall County, Alabama","34726","1047","42362","4050","95.0","1.2","42761","4105","N","N","N","N","N","N","N","N","N","N","250,000+","***","N","N","-","**","N","N","31056","13932","N","N","20833","20159","N","N","27037","9756","86.2","1.6","45842","3709","3.8","1.5","23990","13549","29.2","3.1","41776","12518","38.1","2.8","49036","5542","28.9","2.0","37292","3494","23208","1423","51475","6337","42.4","3.9","43561","11535","57.6","3.9","56023","4888","76.8","3.9","56567","10394","16.7","3.9","16976","16900","6.5","2.3","47471","23408","11518","1481","25817","4406","54.6","5.6","20788","3036","50.3","5.0","20674","4135","4.3","2.9","21075","4034","45.4","5.6","33727","3585","31.4","5.8","31732","6022","14.0","5.4","46793","26072","45.6","(X)","(X)","(X)","43.4","(X)","(X)","(X)","49.4","(X)","(X)","(X)",
"0500000US01097","Mobile County, Alabama","157141","2741","45744","2458","61.1","1.0","54482","4182","34.4","0.9","29626","3144","N","N","42246","34887","N","N","52218","10058","N","N","-","**","N","N","69117","23456","N","N","49918","23689","N","N","52110","16016","59.9","1.1","54758","4130","4.1","0.7","21468","5780","32.6","1.2","48038","3947","38.0","1.1","51851","2492","25.4","0.9","39864","4505","102206","3373","56978","3010","39.3","2.4","54098","7344","60.7","2.4","58336","3432","67.1","2.3","73812","4532","25.8","2.0","25736","2277","7.2","1.5","43753","6415","54935","3134","26453","1420","54.6","3.3","23659","2503","49.1","3.3","21840","2335","5.5","1.4","42421","14523","45.4","3.3","30238","2893","37.8","3.1","28298","3018","7.6","1.7","48008","11949","36.9","(X)","(X)","(X)","36.1","(X)","(X)","(X)","36.7","(X)","(X)","(X)",
"0500000US01101","Montgomery County, Alabama","90827","1963","45395","3505","38.5","1.4","62520","5990","57.5","1.6","32724","2858","N","N","N","N","N","N","71325","8565","N","N","-","**","N","N","40991","15236","N","N","46834","29322","N","N","31753","8413","37.4","1.5","63587","6710","5.4","1.3","20550","12207","33.7","1.4","44997","5595","37.9","1.3","51989","4341","23.1","1.0","46431","3862","54443","2459","58950","4532","44.3","3.3","47313","5325","55.7","3.3","70420","5308","58.9","3.4","89705","6393","30.1","2.8","30477","3183","11.0","2.7","33236","6737","36384","2749","26827","1760","56.4","3.4","26810","3274","51.6","3.7","25183","3651","4.8","2.2","50879","4156","43.6","3.4","26843","2601","38.5","3.4","24997","3726","5.1","2.2","47235","19981","36.1","(X)","(X)","(X)","36.4","(X)","(X)","(X)","35.7","(X)","(X)","(X)",
"0500000US01103","Morgan County, Alabama","44816","1847","44378","6034","80.8","2.2","50424","3242","N","N","25638","7723","N","N","105634","46477","N","N","11574","3761","N","N","-","**","N","N","16620","16164","N","N","N","N","N","N","N","N","79.4","2.1","50422","3316","2.3","1.2","34961","15507","29.8","3.2","50415","3867","39.7","3.2","52930","7564","28.1","2.1","32687","3807","29505","2074","58602","4602","34.4","4.4","56847","11969","65.6","4.4","58912","3637","76.4","3.6","66111","6822","15.3","3.5","30898","4170","8.3","3.0","37121","12082","15311","1620","25555","3056","51.1","6.5","17810","5626","49.7","6.1","17396","5522","1.4","1.5","34092","124746","48.9","6.5","34165","8888","45.4","6.5","32862","9061","3.5","1.9","55304","25276","44.5","(X)","(X)","(X)","41.8","(X)","(X)","(X)","49.6","(X)","(X)","(X)",
"0500000US01115","St. Clair County, Alabama","31615","1367","60158","4797","90.8","2.9","61223","3432","N","N","33347","13273","N","N","-","**","N","N","-","**","N","N","-","**","N","N","-","**","N","N","153824","111027","N","N","78447","22029","89.1","2.8","60921","3247","5.0","2.0","27059","32092","31.2","3.2","69278","17340","39.5","3.2","55805","8647","24.3","2.4","45104","8979","24714","1555","67835","7056","N","N","73190","20009","N","N","67688","7503","N","N","75592","4660","N","N","33989","5063","N","N","32054","38494","6901","1080","24206","5850","49.0","9.8","24515","3502","39.7","9.7","22506","8310","9.2","7.1","39956","38099","51.0","9.8","22308","15749","45.7","10.4","18104","14278","5.3","4.1","49826","13304","40.5","(X)","(X)","(X)","42.1","(X)","(X)","(X)","32.1","(X)","(X)","(X)",
"0500000US01117","Shelby County, Alabama","76059","1692","73647","2838","83.6","1.6","74574","2367","11.7","1.5","57326","18790","N","N","-","**","N","N","N","N","N","N","-","**","N","N","N","N","N","N","85256","59900","N","N","83360","15432","81.9","1.6","74148","2353","1.7","0.6","38475","17475","32.0","2.0","76696","3275","43.1","1.7","85812","5843","23.2","1.2","50487","6490","54059","2276","86837","5505","39.5","2.8","87664","7602","60.5","2.8","85568","7051","81.3","2.4","94670","3574","14.9","2.0","40417","12605","3.8","1.1","68867","21044","22000","2040","41200","2319","57.1","5.4","37695","4339","51.7","5.3","36760","4078","5.4","1.9","80718","47740","42.9","5.4","50088","10515","35.4","4.9","44514","10225","7.5","3.1","76094","33440","29.8","(X)","(X)","(X)","30.1","(X)","(X)","(X)","28.1","(X)","(X)","(X)",
"0500000US01121","Talladega County, Alabama","31517","1635","39393","4351","66.5","3.4","44747","6081","31.5","3.1","27830","4168","N","N","-","**","N","N","N","N","N","N","-","**","N","N","100661","49492","N","N","23517","11174","N","N","N","N","65.8","3.5","45421","6111","2.8","1.7","50022","31736","28.6","2.9","40023","9999","41.3","3.0","40663","11480","27.3","2.3","36627","7401","20261","1823","48161","4613","N","N","50853","8936","N","N","46460","5274","N","N","55943","9953","N","N","26992","16216","N","N","28923","12457","11256","1703","23297","4321","49.1","7.2","22814","5280","44.4","7.4","21130","8974","4.7","3.2","46789","53793","50.9","7.2","24771","13384","45.5","8.0","22186","8567","5.4","2.7","58484","19492","40.5","(X)","(X)","(X)","39.4","(X)","(X)","(X)","42.2","(X)","(X)","(X)",
"0500000US01125","Tuscaloosa County, Alabama","73825","2003","47787","3441","65.3","1.8","56493","7545","31.3","1.7","31245","4523","N","N","-","**","N","N","N","N","N","N","-","**","N","N","37036","26800","N","N","N","N","N","N","35131","22355","64.2","1.6","57450","7755","8.6","1.5","19049","5013","32.2","1.9","54026","10219","37.5","1.7","52186","3317","21.7","1.2","46733","5496","46045","2227","64023","6423","41.0","3.2","63488","12654","59.0","3.2","65124","8775","69.4","3.0","81779","4600","22.8","3.2","26356","1909","7.9","2.3","46190","13111","27780","2289","28245","2516","55.2","4.9","24598","4570","45.6","5.0","23691","4700","9.7","3.4","31250","22668","44.8","4.9","31964","6911","31.6","4.4","28142","2797","13.1","3.9","49803","3916","46.0","(X)","(X)","(X)","44.5","(X)","(X)","(X)","47.3","(X)","(X)","(X)",
"0500000US01127","Walker County, Alabama","23863","1316","39068","3135","91.7","1.6","40033","2791","N","N","28676","21770","N","N","N","N","N","N","-","**","N","N","-","**","N","N","-","**","N","N","24500","18223","N","N","N","N","89.9","1.7","40509","2657","2.7","1.4","23790","6477","30.1","3.0","39656","6742","35.2","3.1","50178","7937","31.9","2.7","34149","4102","17442","1415","47563","6838","N","N","39856","6106","N","N","52126","5714","N","N","53222","7676","N","N","35291","6583","N","N","34222","20877","6421","1007","21585","2945","59.1","7.6","20238","4639","54.6","8.0","19013","4346","4.5","3.1","34766","12633","40.9","7.6","22731","3612","32.6","7.2","21367","4958","8.3","5.6","24286","9802","38.0","(X)","(X)","(X)","38.9","(X)","(X)","(X)","35.1","(X)","(X)","(X)",
"0500000US02020","Anchorage Municipality, Alaska","105249","1864","85634","4164","72.7","1.4","93865","5198","N","N","69351","36387","6.6","1.0","57746","12377","6.8","0.9","73506","14317","N","N","64522","41992","N","N","76131","23512","5.7","1.0","63562","9604","6.7","1.0","72929","11142","69.3","1.2","94914","5887","6.3","1.1","51272","12998","38.4","1.7","83545","5703","38.7","1.5","104178","6854","16.6","1.2","68626","7202","69999","2666","98717","6642","45.6","2.6","88221","6788","54.4","2.6","104684","4709","72.9","3.0","112488","4798","18.5","2.3","54126","5509","8.7","1.9","89334","23872","35250","2180","59348","5559","47.3","3.7","49439","7407","36.6","3.7","39693","8701","10.8","2.7","90104","13759","52.7","3.7","67536","6586","35.1","4.1","56090","11300","17.6","3.9","84881","22961","28.2","(X)","(X)","(X)","29.9","(X)","(X)","(X)","23.2","(X)","(X)","(X)",
"0500000US02090","Fairbanks North Star Borough, Alaska","33770","1901","77328","9603","81.5","3.0","81215","10496","N","N","51250","33884","N","N","79802","52294","N","N","64023","48552","N","N","-","**","N","N","N","N","N","N","N","N","N","N","N","N","78.6","3.9","81466","9968","9.4","3.0","41291","17436","38.8","3.3","74052","15287","37.0","3.4","99266","11737","14.9","2.3","73800","30560","21062","1942","86950","9208","N","N","65625","16578","N","N","100806","10854","N","N","98615","9828","N","N","51793","30621","N","N","44097","11088","12708","1766","54039","6856","37.5","6.5","40432","23311","26.9","6.1","35423","6060","10.6","4.3","103101","25611","62.5","6.5","54768","8015","38.6","8.5","37137","19069","23.9","7.9","115819","21668","33.4","(X)","(X)","(X)","32.5","(X)","(X)","(X)","32.7","(X)","(X)","(X)",
"0500000US02170","Matanuska-Susitna Borough, Alaska","30305","769","69332","4510","90.8","1.6","69340","4221","N","N","N","N","N","N","N","N","N","N","N","N","N","N","-","**","N","N","-","**","N","N","78485","15332","N","N","90893","26357","88.0","2.0","69009","3915","2.4","0.9","39331","12676","33.4","2.3","72209","10229","44.8","2.7","81339","2887","19.4","2.4","47236","4815","20474","748","87104","5791","45.0","4.0","84469","6045","55.0","4.0","90968","10827","81.4","3.1","103475","6773","13.1","2.8","43610","7658","5.5","1.5","52313","29638","9831","813","36242","9481","47.5","5.2","32296","10766","36.9","4.7","29924","5885","10.6","3.6","50579","17291","52.5","5.2","38472","16513","42.9","5.0","29883","12888","9.7","3.1","74940","28881","31.7","(X)","(X)","(X)","33.2","(X)","(X)","(X)","27.2","(X)","(X)","(X)",
"0500000US04001","Apache County, Arizona","20018","884","34685","3764","27.2","2.7","56564","9111","N","N","-","**","68.7","2.8","22863","3088","N","N","-","**","N","N","-","**","N","N","N","N","N","N","N","N","N","N","65250","44956","23.5","2.9","56896","8423","1.4","0.7","8750","25986","24.4","2.9","37366","15057","43.4","3.3","31824","5293","30.8","3.0","40231","8698","14197","1000","44427","4965","36.5","4.2","36963","7589","63.5","4.2","46386","3544","59.9","4.3","53998","7338","29.3","4.3","26956","6933","10.8","2.8","27051","15068","5821","757","12887","2694","47.3","6.1","13466","3481","43.7","5.6","12648","2791","3.6","3.4","58750","81083","52.7","6.1","11827","5403","49.2","5.7","10805","4829","3.5","2.4","32356","68218","63.0","(X)","(X)","(X)","65.0","(X)","(X)","(X)","54.1","(X)","(X)","(X)",
"0500000US04003","Cochise County, Arizona","50147","2119","45508","3151","90.4","1.8","45559","3493","N","N","N","N","N","N","51437","22176","N","N","67314","41754","N","N","53712","15020","N","N","N","N","N","N","N","N","28.7","1.8","33283","5156","64.7","2.1","49036","2628","3.5","1.6","11737","14324","26.2","2.0","50041","3969","34.0","2.2","51767","7074","36.2","1.9","42040","3373","32206","2008","50853","1893","36.2","3.4","39911","15884","63.8","3.4","56578","5912","71.0","4.3","65709","8273","20.4","3.5","26961","8873","8.6","3.0","16665","6338","17941","1944","28384","3368","46.2","5.5","25395","7319","42.3","5.6","24070","6966","3.9","1.7","38455","16178","53.8","5.5","29328","7061","43.9","5.3","24915","8215","9.9","4.0","51725","50183","26.1","(X)","(X)","(X)","27.1","(X)","(X)","(X)","23.5","(X)","(X)","(X)",
"0500000US04005","Coconino County, Arizona","47408","1957","55091","4663","73.4","2.0","59449","4147","N","N","N","N","19.7","1.6","40555","8732","N","N","N","N","N","N","-","**","N","N","N","N","N","N","N","N","11.2","1.4","40792","16417","64.2","2.1","60807","3282","10.7","1.8","25264","11794","26.1","2.1","64839","6000","41.1","2.5","59964","8223","22.0","1.6","52963","9163","27283","1737","71845","4832","35.5","3.6","70239","11345","64.5","3.6","72172","5159","72.7","4.4","80776","3187","19.4","3.6","35081","8740","7.9","2.2","42517","17025","20125","1838","32541","4761","44.6","5.6","35065","7693","29.9","5.0","28692","6770","14.7","3.7","52514","14693","55.4","5.6","31942","4380","37.9","5.1","30180","6417","17.5","4.1","42065","18937","38.7","(X)","(X)","(X)","42.8","(X)","(X)","(X)","32.4","(X)","(X)","(X)",
"0500000US04013","Maricopa County, Arizona","1521131","9246","58737","865","81.0","0.4","61319","753","5.3","0.2","41681","1979","1.5","0.1","46929","4319","3.7","0.2","73991","4537","N","N","53735","13261","6.2","0.3","42099","1611","2.1","0.2","57520","6037","22.0","0.3","45992","1197","66.2","0.4","65836","1002","4.0","0.2","34567","2508","35.0","0.4","61656","870","37.1","0.4","70988","1981","23.9","0.3","45996","1153","1003961","10636","69582","1045","44.3","0.7","62604","1689","55.7","0.7","74301","1239","72.1","0.7","83080","1343","18.8","0.6","37481","1429","9.0","0.4","48910","2509","517170","10511","39403","1138","50.8","0.9","35224","1101","41.5","1.0","30872","1041","9.3","0.6","60355","4267","49.2","0.9","43971","1893","36.3","0.8","38019","2228","12.9","0.8","64643","4242","37.4","(X)","(X)","(X)","38.7","(X)","(X)","(X)","32.6","(X)","(X)","(X)",
"0500000US04015","Mohave County, Arizona","84876","2775","42423","2342","93.6","1.0","42123","2183","N","N","N","N","N","N","36730","2333","N","N","108291","57954","N","N","-","**","N","N","49875","18416","N","N","58047","12654","10.8","1.6","45916","6556","84.3","1.7","42106","2291","2.9","1.0","25408","12486","18.5","1.9","51552","8087","34.9","1.8","48107","4277","43.7","2.1","38714","2758","52190","3283","52863","3219","24.8","3.2","48277","10224","75.2","3.2","53684","3878","75.5","3.7","57697","2553","17.5","3.2","36994","7902","7.0","1.9","36978","15381","32686","2515","25855","2733","49.7","4.1","23698","2734","39.7","4.3","20935","1510","9.9","2.9","50123","7282","50.3","4.1","30221","8432","38.1","4.8","25311","4296","12.2","3.6","61218","28826","38.2","(X)","(X)","(X)","40.3","(X)","(X)","(X)","33.6","(X)","(X)","(X)",
"0500000US04017","Navajo County, Arizona","33587","1656","36998","2626","57.5","2.3","46218","6724","N","N","N","N","35.9","2.2","23175","3316","N","N","20613","7506","N","N","-","**","N","N","N","N","N","N","N","N","N","N","36516","13848","52.9","2.3","47177","6679","3.2","1.6","8778","10988","22.5","2.3","36465","6886","41.2","2.7","39538","7470","33.1","2.4","38516","4454","24515","1606","44872","5292","38.0","3.6","42719","15826","62.0","3.6","45921","4827","60.8","4.6","63129","7228","30.8","3.9","20756","2990","8.5","2.0","31613","14641","9072","1174","21941","4624","48.1","7.0","19907","5539","40.5","6.4","19398","7319","7.6","3.3","21237","9428","51.9","7.0","23909","7796","43.9","6.3","21221","6017","8.0","4.2","33955","14183","36.8","(X)","(X)","(X)","39.2","(X)","(X)","(X)","28.1","(X)","(X)","(X)",
"0500000US04019","Pima County, Arizona","400835","4105","47560","1541","81.1","1.0","50464","1183","2.9","0.3","43154","8357","2.5","0.3","31583","5643","2.8","0.3","45648","8774","N","N","185522","131052","7.4","0.7","35326","4167","3.2","0.5","41335","7485","28.6","0.6","40394","1993","62.3","0.7","53722","1943","6.1","0.5","25402","5630","28.5","0.6","50672","1869","35.4","0.6","56625","2283","30.0","0.6","42716","1637","248141","5619","60136","1937","37.9","1.2","49888","3782","62.1","1.2","64953","2175","70.6","1.6","72802","2624","22.1","1.4","33459","3344","7.4","1.0","41533","2607","152694","4639","30540","1622","52.7","1.7","30335","1867","43.5","1.7","26514","1792","9.2","1.1","45550","7509","47.3","1.7","30823","2823","36.0","2.0","26164","1694","11.3","1.3","47400","5527","33.6","(X)","(X)","(X)","34.4","(X)","(X)","(X)","30.5","(X)","(X)","(X)",
"0500000US04021","Pinal County, Arizona","132352","3221","52555","2162","85.9","1.3","53628","2099","N","N","61039","33709","3.6","0.7","29215","12560","N","N","61517","14774","N","N","N","N","3.1","0.8","38223","10015","N","N","36250","18036","19.0","1.5","43332","8152","71.0","1.6","54217","2113","2.1","0.7","36434","18138","28.5","1.6","56604","5326","33.4","1.5","58850","3882","35.9","1.3","44533","2868","91889","3931","61226","2554","35.7","1.9","59030","5695","64.3","1.9","62472","4202","75.2","2.0","70123","3986","16.8","2.0","29906","3392","8.1","1.5","50735","9371","40463","2625","29819","2351","51.8","3.8","26460","2835","44.7","3.5","24836","4254","7.1","1.9","53567","25409","48.2","3.8","36025","3951","39.1","3.6","33104","4494","9.1","2.2","55214","13878","40.8","(X)","(X)","(X)","42.9","(X)","(X)","(X)","33.8","(X)","(X)","(X)",
"0500000US04025","Yavapai County, Arizona","94962","2874","50420","2583","94.3","0.9","50053","2768","N","N","51300","15090","N","N","N","N","N","N","74112","20952","N","N","-","**","N","N","62816","21711","N","N","52071","15552","9.2","1.3","59694","14818","86.6","1.4","49174","2962","2.2","0.8","37949","26142","16.0","2.0","53448","12048","37.2","1.8","56764","4792","44.6","1.8","44729","5028","60320","2688","62235","4954","21.3","2.4","58276","7740","78.7","2.4","63439","4754","85.3","2.3","66440","3825","10.4","2.2","34579","5700","4.3","1.6","52357","21899","34642","2573","25314","3310","54.9","4.3","22017","3387","47.3","4.4","19442","2505","7.5","2.1","34771","9172","45.1","4.3","31256","4406","36.4","4.4","27303","8580","8.7","2.4","53556","8798","45.3","(X)","(X)","(X)","45.7","(X)","(X)","(X)","42.9","(X)","(X)","(X)",
"0500000US04027","Yuma County, Arizona","73072","2001","43518","2770","62.7","2.4","45884","3365","N","N","32816","4076","N","N","40575","23837","N","N","46809","26600","N","N","-","**","31.2","2.6","42080","3613","N","N","26314","10236","51.1","1.8","41323","2948","43.8","1.7","48306","4531","5.0","1.9","30877","16180","31.1","1.8","53213","8308","31.9","1.7","46540","4879","32.1","1.6","37419","4158","53122","2742","47931","4515","42.6","3.0","41423","5885","57.4","3.0","51670","2707","74.6","3.0","55554","4382","19.8","2.6","24662","5351","5.5","1.9","37580","12951","19950","2201","27314","3046","51.0","5.1","26068","3322","42.1","4.1","24215","3682","8.9","3.2","46250","22144","49.0","5.1","30708","7407","37.4","4.8","24577","2766","11.5","4.4","82638","20942","32.9","(X)","(X)","(X)","32.9","(X)","(X)","(X)","31.9","(X)","(X)","(X)",
"0500000US05007","Benton County, Arkansas","94494","1606","63631","3028","90.5","0.7","62960","3068","N","N","75036","47784","N","N","57979","13282","N","N","79712","24151","N","N","-","**","N","N","42449","13411","N","N","62896","36228","12.2","0.9","50634","3270","79.4","1.1","65904","2508","3.7","0.8","44896","7172","40.5","1.4","72367","6509","33.8","1.2","71648","5932","22.0","1.0","45007","4144","70275","2066","71811","3179","49.5","2.2","77259","6270","50.5","2.2","68057","4811","80.8","2.2","80884","4961","15.0","2.2","32139","4635","4.2","1.1","52989","6098","24219","2077","41393","2359","53.0","4.8","33090","6044","43.8","4.6","27556","4568","9.2","3.1","65644","16187","47.0","4.8","52225","8208","33.3","4.1","41164","10524","13.7","3.5","80845","38306","33.1","(X)","(X)","(X)","34.1","(X)","(X)","(X)","29.2","(X)","(X)","(X)",
"0500000US05031","Craighead County, Arkansas","39813","1369","43678","3284","83.2","2.2","46212","4185","N","N","31875","20871","N","N","-","**","N","N","N","N","N","N","-","**","N","N","N","N","N","N","N","N","N","N","32370","23838","80.9","2.2","47372","4185","6.8","1.9","20470","12326","33.8","3.0","47157","7528","35.8","2.7","52145","6663","23.6","1.9","33533","6998","25087","1943","51630","5131","N","N","46190","5479","N","N","61180","11373","N","N","74337","6659","N","N","30573","7192","N","N","39737","15480","14726","1615","24536","4624","50.0","5.9","22490","7471","46.0","5.4","22438","7199","4.0","2.2","33804","34306","50.0","5.9","24924","6999","40.6","6.4","24597","7455","9.4","4.5","42614","44155","30.5","(X)","(X)","(X)","29.3","(X)","(X)","(X)","30.4","(X)","(X)","(X)",
"0500000US05045","Faulkner County, Arkansas","43964","1306","48506","5422","83.8","2.3","52703","5095","N","N","31862","3820","N","N","-","**","N","N","85992","59126","N","N","-","**","N","N","31684","23396","N","N","63670","61331","N","N","N","N","82.6","2.3","52735","4977","9.3","1.8","25965","5770","35.2","2.8","53610","5366","35.4","2.3","56117","4970","20.1","1.5","34728","4491","28857","1522","62015","5579","N","N","67228","11346","N","N","59095","6131","N","N","77320","8400","N","N","27364","6399","N","N","26909","14498","15107","1592","28624","4919","54.6","5.8","22272","7213","47.8","5.5","21227","5527","6.7","2.8","50478","51463","45.4","5.8","35422","6543","31.5","7.0","27001","5783","13.9","4.5","49071","7868","28.3","(X)","(X)","(X)","30.0","(X)","(X)","(X)","24.1","(X)","(X)","(X)",
"0500000US05051","Garland County, Arkansas","39309","2140","42826","5424","88.6","1.8","46599","4631","N","N","24049","7085","N","N","41371","6120","N","N","-","**","N","N","-","**","N","N","61286","33249","N","N","N","N","N","N","N","N","87.5","2.1","47191","4186","3.2","1.7","25870","4653","24.5","2.9","45864","8140","37.2","3.0","51987","8694","35.1","2.4","36352","5480","22555","2022","56445","2262","N","N","55573","11508","N","N","56994","2921","N","N","64503","6251","N","N","28525","8610","N","N","36189","1351","16754","2166","24438","3349","53.3","5.9","22898","2137","43.6","6.2","20986","3870","9.7","3.9","60611","21814","46.7","5.9","35320","13496","40.5","6.2","27193","18907","6.2","3.8","48238","21291","31.6","(X)","(X)","(X)","32.3","(X)","(X)","(X)","30.2","(X)","(X)","(X)",
"0500000US05069","Jefferson County, Arkansas","26750","1509","37712","5678","42.0","2.6","50452","6910","55.5","2.6","32175","4012","N","N","-","**","N","N","-","**","N","N","-","**","N","N","-","**","N","N","N","N","N","N","N","N","40.5","2.6","49512","6745","5.0","2.3","24420","16272","25.0","3.2","45494","10243","42.5","3.1","40485","9204","27.5","2.4","32465","11022","16440","1422","47402","5676","N","N","44559","9694","N","N","48395","7717","N","N","65905","6029","N","N","26742","11404","N","N","31309","7403","10310","1244","20206","4151","57.4","6.1","17449","3080","53.5","6.2","17466","3180","4.0","2.2","17296","39631","42.6","6.1","27399","8198","39.7","5.9","26090","8120","2.9","2.5","31490","5992","36.8","(X)","(X)","(X)","36.8","(X)","(X)","(X)","35.9","(X)","(X)","(X)",
"0500000US05085","Lonoke County, Arkansas","26327","934","55837","5596","89.3","1.9","58075","7082","N","N","42202","8249","N","N","N","N","N","N","51178","16610","N","N","-","**","N","N","-","**","N","N","N","N","N","N","65055","13420","86.8","2.1","58297","7120","3.0","1.3","40446","35793","33.2","2.9","55814","11994","40.2","2.9","63155","6720","23.6","2.7","46333","10640","19259","1353","66353","6565","N","N","54880","12232","N","N","72473","6613","N","N","81013","6853","N","N","39923","8731","N","N","39511","18457","7068","1120","34541","7819","57.6","8.3","27311","8120","52.5","8.6","24818","6801","5.0","3.9","53716","16847","42.4","8.3","40633","15550","32.6","8.4","35922","8281","9.8","6.0","66582","8038","35.5","(X)","(X)","(X)","34.0","(X)","(X)","(X)","33.9","(X)","(X)","(X)",
